1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
